row_id,final_label,label_name,text_for_model,split_hint,group_split_hint_user,label_quality,candidate_category,clean_review,comment,rating,rating_star,userid,shop_id,item_id,product_title,ctime,char_count,word_count,unique_word_count,unique_word_ratio,repeated_word_count,repetition_score,exclamation_count,uppercase_ratio,high_rating_short_review,user_review_count,user_avg_rating,user_rating_std,seller_review_count,seller_avg_rating,product_review_count,product_avg_rating,is_empty_review
SB2218-0564,0,real_original,thank you yaaa nanti jadi langganan hihi ditunggu orderan aku selanjutnyaaa,test,valid,processing_final_draft_rule_label,real_candidate,thank you yaaa nanti jadi langganan hihi ditunggu orderan aku selanjutnyaaa,thank you yaaa nanti jadi langganan hihi ditunggu orderan aku selanjutnyaaa,1.0,5.0,38074983.0,15168157.0,2767211185.0,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1589253321.0,75,11,11,1.0,0,0.0,0,0.0,0,4,5.0,0.0,100,4.87,50,4.84,0
SB2218-0565,1,suspicious_fake_like,thanks,test,train,processing_final_draft_rule_label,suspicious_candidate,thanks,thanks.,1.0,5.0,9279661.0,50561375.0,4603239254.0,NETFLIX PRIVATE PREMIUM HD 4K GARANSI ON HOLD,1574142809.0,6,1,1,1.0,0,0.0,0,0.0,1,1,5.0,0.0,50,4.68,50,4.68,0
SB2218-0566,1,suspicious_fake_like,otw tahun kedua langganan disini,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,otw tahun kedua langganan disini,Otw tahun kedua langganan disini🤙🏻,1.0,5.0,89234027.0,52886923.0,845101022.0,"[TRUSTED]NETFLIX PREMIUM, 4K 4 Devices - Bukan Shared, Resmi dan Legal",1570785722.0,32,5,5,1.0,0,0.0,0,0.0357142857142857,0,1,5.0,0.0,119,4.453781512605042,50,4.0,0
SB2218-0567,1,suspicious_fake_like,recommended,train,test,processing_final_draft_rule_label,suspicious_candidate,recommended,Recommended ,1.0,5.0,15558993.0,134248812.0,6532195141.0,Nord VPN LIFETIME | NordVPN Premium NETFL,1590503322.0,11,1,1,1.0,0,0.0,0,0.0909090909090909,1,2,5.0,0.0,100,4.99,50,5.0,0
SB2218-0568,0,real_original,penjual ramah proses cepet ini sudah ke dua kalinya tanpa kendala lancaar jayaaaaaaaaaaa thank you seller,train,test,processing_final_draft_rule_label,real_candidate,penjual ramah proses cepet ini sudah ke dua kalinya tanpa kendala lancaar jayaaaaaaaaaaa thank you seller,"Penjual ramah, proses cepet.. Ini sudah ke dua kalinya.. 
Tanpa kendala.. Lancaar jayaaaaaaaaaaa 
Thank you seller ",1.0,5.0,97703397.0,5198077.0,1418529360.0,Netflix Premium Anti On Hold Sharing Account Resmi indo,1588671726.0,105,16,16,1.0,0,0.0,0,0.0555555555555555,0,1,5.0,0.0,50,4.9,50,4.9,0
SB2218-0569,0,real_original,mantul respon cepat dan udah bisa login ga bakal rugi deh beli disini,train,train,processing_final_draft_rule_label,real_candidate,mantul respon cepat dan udah bisa login ga bakal rugi deh beli disini,"Mantul, respon cepat. Dan udah bisa login. Ga bakal rugi deh beli disini.  ",1.0,5.0,88243640.0,140376433.0,6530689030.0,"[TRUSTED] 6 bulan NETFLIX Premium 4 Device, Private/sharing, 4K. Legal dan Resmi",1590373702.0,69,13,13,1.0,0,0.0,0,0.0526315789473684,0,1,5.0,0.0,113,4.929203539823009,45,4.822222222222222,0
SB2218-0570,0,real_original,makasih udah bantu ketika netfkixnya erorr moga lancar jaya terus netflixnyaa klo lancar nnti beli disini lgi thankss,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,makasih udah bantu ketika netfkixnya erorr moga lancar jaya terus netflixnyaa klo lancar nnti beli disini lgi thankss,Makasih udah bantu ketika netfkixnya erorr moga lancar jaya terus netflixnyaa.. Klo lancar nnti beli disini lgi thankss,1.0,5.0,5298427.0,96184553.0,2372272450.0,NETFLIX PREMIUM UHD 1 BULAN ANTI ON HOLD GARANSI TR,1590041258.0,117,18,17,0.9444444444444444,1,0.0555555555555555,0,0.02,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0571,1,suspicious_fake_like,mntp ga mengecewakan yaaaa always sihh baik adminnya sabar banget huhuhuhu,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,mntp ga mengecewakan yaaaa always sihh baik adminnya sabar banget huhuhuhu,Mntp. Ga mengecewakan yaaaa. Always sihh. Baik adminnya sabar banget huhuhuhu,1.0,5.0,31522748.0,7869512.0,7321033702.0,NETFLIX[GARANSI FULL]PREMIUM UHD + 4 SCREEN PR,1586616436.0,74,11,11,1.0,0,0.0,0,0.0625,0,54,4.962962962962963,0.2721655269759087,50,5.0,50,5.0,0
SB2218-0572,0,real_original,top markotop penjual cepat tanggap dan aktif semoga pelayanan nya terus memuaskan hingga satu tahun ke depan yaaa sukses selaluuuuuuuuuuuuuuuuuuuuuuu,train,valid,processing_final_draft_rule_label,real_candidate,top markotop penjual cepat tanggap dan aktif semoga pelayanan nya terus memuaskan hingga satu tahun ke depan yaaa sukses selaluuuuuuuuuuuuuuuuuuuuuuu,Top markotop. Penjual cepat tanggap dan aktif. Semoga pelayanan nya terus memuaskan hingga satu tahun ke depan yaaa. Sukses selaluuuuuuuuuuuuuuuuuuuuuuu,1.0,5.0,41286471.0,26447023.0,7721416130.0,Akun Netflix Premium Sharing Private 1 Bulan 6 Bulan 12 Bulan 1 Tahun Original Garansi Resmi Legal,1589000490.0,149,20,20,1.0,0,0.0,0,0.0307692307692307,0,1,5.0,0.0,17,5.0,17,5.0,0
SB2218-0573,1,suspicious_fake_like,trusted bakal langganan hehe,test,test,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,trusted bakal langganan hehe,TRUSTED! Bakal langganan hehe,1.0,5.0,45173685.0,15666501.0,2415566318.0,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1590505601.0,28,4,4,1.0,0,0.0,1,0.32,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0574,1,suspicious_fake_like,nice,train,train,processing_final_draft_rule_label,suspicious_candidate,nice,Nice,1.0,5.0,92482455.0,89098813.0,3101903821.0,NETFLIX PREMIUM 1 Bulan FREE TRIAL/ANTI ON HOLD/PERPANJANG,1574730118.0,4,1,1,1.0,0,0.0,0,0.25,1,3,5.0,0.0,50,4.96,50,4.96,0
SB2218-0575,1,suspicious_fake_like,berjalan dengan baik mantul,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,berjalan dengan baik mantul,"Berjalan dengan baik,mantul! ",1.0,5.0,111847001.0,15168157.0,7314874186.0,Nord VPN 3 Tahun - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1588163570.0,27,4,4,1.0,0,0.0,1,0.0416666666666666,0,1,5.0,0.0,100,4.87,50,4.9,0
SB2218-0576,1,suspicious_fake_like,terbaik langganan disini akunnya 100 aman 1 customer 1 profil ngga seperti di seller sebelah akunnya di share sama orang sekampung thanks kak,train,train,processing_final_draft_rule_label,suspicious_candidate,terbaik langganan disini akunnya 100 aman 1 customer 1 profil ngga seperti di seller sebelah akunnya di share sama orang sekampung thanks kak,"Terbaik langganan disini akunnya 100% aman. 1 customer = 1 profil. Ngga seperti di seller sebelah akunnya di share sama orang sekampung

Thanks kak",1.0,5.0,253739342.0,5198077.0,1418529360.0,Netflix Premium Anti On Hold Sharing Account Resmi indo,1588954654.0,141,23,20,0.8695652173913043,3,0.1304347826086956,0,0.0263157894736842,0,22,5.0,0.0,50,4.9,50,4.9,0
SB2218-0577,1,suspicious_fake_like,terimakasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,valid,test,processing_final_draft_rule_label,suspicious_candidate,terimakasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,terimakasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1.0,5.0,230900187.0,83837710.0,2860971114.0,NETFLIX PREMIUM PRIVATE ULTRA HD FULL GAR,1590658898.0,51,1,1,1.0,0,0.0,0,0.0,1,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0578,0,real_original,respon cepat dan produk bisa langsung digunakan trima kasih,train,valid,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,respon cepat dan produk bisa langsung digunakan trima kasih,Respon cepat dan produk bisa langsung digunakan. Trima kasih. ,1.0,5.0,32137774.0,27662419.0,2218955862.0,Netflix Premium Tidak Akan On Hold 30 Hari Garansi,1587069626.0,59,9,9,1.0,0,0.0,0,0.0392156862745098,0,2,5.0,0.0,95,4.831578947368421,50,4.96,0
SB2218-0579,0,real_original,penjual fast respon bgt padahal sudah dini hari tapi masih fast respon terima kasih aku jd bisa nonton di netflix dengan mudah dan murah,train,valid,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,penjual fast respon bgt padahal sudah dini hari tapi masih fast respon terima kasih aku jd bisa nonton di netflix dengan mudah dan murah,Penjual fast respon bgt. Padahal sudah dini hari tapi masih fast respon. Terima kasih aku jd bisa nonton di netflix dengan mudah dan murah,1.0,5.0,42505173.0,127450689.0,5515451981.0,NETFLIX LIFETIME PREMIUM ACCOUNT UHD 4K BERGARANSI HANYA SEKALI BAYAR,1589447948.0,136,24,22,0.9166666666666666,2,0.0833333333333333,0,0.0265486725663716,0,1,5.0,0.0,78,5.0,50,5.0,0
SB2218-0580,1,suspicious_fake_like,kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik,train,train,processing_final_draft_rule_label,suspicious_candidate,kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik,"Kualitas produk sangat baik, produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, respon penjual sangat baik.",1.0,5.0,218035068.0,157852268.0,3711605429.0,IFLIX VIP LIFETIME AUTO RENEWAL PRIVATE ACCOUNT WARRANTY,1586653723.0,128,18,10,0.5555555555555556,8,0.4444444444444444,0,0.009009009009009,0,11,5.0,0.0,150,4.3933333333333335,50,4.82,0
SB2218-0581,1,suspicious_fake_like,bagus,train,train,processing_final_draft_rule_label,suspicious_candidate,bagus,Bagus,1.0,5.0,78260254.0,88870564.0,2487672761.0,Netflix Lifetime ( Garansi Seumur hi,1590203527.0,5,1,1,1.0,0,0.0,0,0.2,1,1,5.0,0.0,150,5.0,50,5.0,0
SB2218-0582,0,real_original,pelayananya luar biasa iseng2 tengah malam tanya biar besok di bales eh di proses langsung gak jd tidur saya sip pasti langganan,valid,train,processing_final_draft_rule_label,real_candidate,pelayananya luar biasa iseng2 tengah malam tanya biar besok di bales eh di proses langsung gak jd tidur saya sip pasti langganan,Pelayananya luar biasa. Iseng2 tengah malam tanya biar besok di bales. Eh di proses langsung. Gak jd tidur saya. Sip. Pasti langganan.,1.0,5.0,51005311.0,18875270.0,932728692.0,Netflix Premium - 1 Bulan - Region Indonesia - Rizky Akbar Store,1557971130.0,128,22,21,0.9545454545454546,1,0.0454545454545454,0,0.0566037735849056,0,1,5.0,0.0,50,4.72,50,4.72,0
SB2218-0583,0,real_original,respon cepat dan sampau saat ini masih aman netflixnya mohon maaf banget gan saya lupa konfirmasi,train,test,processing_final_draft_rule_label,real_candidate,respon cepat dan sampau saat ini masih aman netflixnya mohon maaf banget gan saya lupa konfirmasi,"Respon cepat, dan sampau saat ini masih aman netflixnya. Mohon maaf banget gan saya lupa konfirmasi 🙏",1.0,5.0,30130994.0,161723538.0,3518944085.0,Netflix Premium Account (Bergar,1590373940.0,97,16,16,1.0,0,0.0,0,0.024390243902439,0,1,5.0,0.0,50,4.9,50,4.9,0
SB2218-0584,1,suspicious_fake_like,mantul,test,test,processing_final_draft_rule_label,suspicious_candidate,mantul,Mantul 👍🏻👍🏻👍🏻,1.0,5.0,54776892.0,155287191.0,6124638300.0,NETFLIX PRIVATE dan SHARE ANTI ON HOLD REGION INDO,1588766208.0,6,1,1,1.0,0,0.0,0,0.1666666666666666,1,1,5.0,0.0,100,5.0,50,5.0,0
SB2218-0585,1,suspicious_fake_like,mantap beli dsni,train,train,processing_final_draft_rule_label,suspicious_candidate,mantap beli dsni,Mantap beli dsni,1.0,5.0,7090602.0,59508259.0,2373540050.0,(1BULAN = 29K) NETFLIX PREMIUM ULTRA HD 4K ANTI ONHOLD 1 BULAN RESMI BERGARANSI TERMURAH,1590107994.0,16,3,3,1.0,0,0.0,0,0.0714285714285714,1,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0586,1,suspicious_fake_like,semoga awett responsif,train,train,processing_final_draft_rule_label,suspicious_candidate,semoga awett responsif,"Semoga awett, responsif
",1.0,5.0,221826245.0,50522998.0,5918507846.0,NETFLIX PREMIUM + UHD 1 BULAN (PRIVATE + GARANSI) FLASHSALE,1590278348.0,22,3,3,1.0,0,0.0,0,0.05,1,2,5.0,0.0,69,4.942028985507246,50,4.92,0
SB2218-0587,0,real_original,mantab lah menemani dalam kondisi seperti ini dan semoga awet,train,train,processing_final_draft_rule_label,real_candidate,mantab lah menemani dalam kondisi seperti ini dan semoga awet,Mantab lah menemani dalam kondisi seperti ini dan semoga awet,1.0,5.0,68671968.0,27662419.0,2491960313.0,Netflix Premium Private Account 30 hari No Hold GARANSI,1585490276.0,61,10,10,1.0,0,0.0,0,0.0192307692307692,0,3,3.6666666666666665,2.309401076758504,95,4.831578947368421,45,4.688888888888889,0
SB2218-0588,0,real_original,sekali klik langsung beres fast respon banget makasih n sukses terus kak,test,train,processing_final_draft_rule_label,real_candidate,sekali klik langsung beres fast respon banget makasih n sukses terus kak,"Sekali klik langsung beres, fast respon banget makasih n sukses terus kak 🙏🙏🙏",1.0,5.0,196234947.0,15666501.0,2415566318.0,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1590281425.0,72,12,12,1.0,0,0.0,0,0.0163934426229508,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0589,0,real_original,toko sangat lambat memberi respon akun yang diberikan tidak dapat dipakai sudah sejak 1 minggu setelah pembelian akun belum ada kejelasan mohon respon chatnya dipercepat,valid,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,toko sangat lambat memberi respon akun yang diberikan tidak dapat dipakai sudah sejak 1 minggu setelah pembelian akun belum ada kejelasan mohon respon chatnya dipercepat,"toko sangat lambat memberi respon. akun yang diberikan tidak dapat dipakai. sudah sejak 1 minggu setelah pembelian, akun belum ada kejelasan. mohon respon chatnya dipercepat.",-1.0,1.0,70350905.0,157852268.0,7314470026.0,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1586192818.0,169,25,23,0.92,2,0.08,0,0.0,0,1,1.0,0.0,150,4.3933333333333335,50,3.66,0
SB2218-0590,0,real_original,makasih simple dan langsung ok semoga sampai 1 tahun ya baru coba 2 hari bagus dan cepat bosa langganan terus kalo begini,train,train,processing_final_draft_rule_label,real_candidate,makasih simple dan langsung ok semoga sampai 1 tahun ya baru coba 2 hari bagus dan cepat bosa langganan terus kalo begini,Makasih simple dan langsung ok semoga sampai 1 tahun ya baru coba 2 hari bagus dan cepat ..bosa langganan terus kalo begini ,1.0,5.0,52557332.0,55853387.0,7520664145.0,NETFLIX 1 TAHUN [ULTRA HD] GARANSI ,1588478698.0,121,22,21,0.9545454545454546,1,0.0454545454545454,0,0.010204081632653,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0591,1,suspicious_fake_like,ok,train,train,processing_final_draft_rule_label,suspicious_candidate,ok,Ok,1.0,5.0,189370523.0,160512659.0,4613207875.0,VyprVPN Premium | 1 Tahun,1582108416.0,2,1,1,1.0,0,0.0,0,0.5,1,1,5.0,0.0,100,4.95,50,4.94,0
SB2218-0592,1,suspicious_fake_like,mantap mantap mantap garansi oke seller bertanggung jawab mantap pokok eh,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,mantap mantap mantap garansi oke seller bertanggung jawab mantap pokok eh,Mantap mantap mantap....garansi oke.. Seller bertanggung jawab. Mantap pokok eh,1.0,5.0,46853863.0,89098813.0,3101903821.0,NETFLIX PREMIUM 1 Bulan FREE TRIAL/ANTI ON HOLD/PERPANJANG,1575016164.0,73,11,8,0.7272727272727273,3,0.2727272727272727,0,0.0476190476190476,0,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0593,0,real_original,produk oke ga pake lama dan gampang anak2 suka langsung nonton deh next pesen lagi thanks ya,train,valid,processing_final_draft_rule_label,real_candidate,produk oke ga pake lama dan gampang anak2 suka langsung nonton deh next pesen lagi thanks ya,Produk oke ga pake lama Dan gampang. Anak2 suka langsung nonton deh.  next pesen lagi thanks ya,1.0,5.0,84633382.0,171186131.0,2678157129.0,NETFLIX PREMIUM  ULTRA HD SHARING GA,1589720186.0,92,17,17,1.0,0,0.0,0,0.04,0,1,5.0,0.0,100,4.98,50,5.0,0
SB2218-0594,1,suspicious_fake_like,bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing good trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus ok,train,test,processing_final_draft_rule_label,suspicious_candidate,bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing good trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus ok,bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing good trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus ok,1.0,5.0,48258995.0,172056539.0,2703758792.0,NordVPN 5 Tahun - Termurah Nord Vpn - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1588060986.0,300,50,14,0.28,36,0.72,0,0.0,0,13,5.0,0.0,50,4.96,50,4.96,0
SB2218-0595,1,suspicious_fake_like,terpercaya,train,train,processing_final_draft_rule_label,suspicious_candidate,terpercaya,Terpercaya.,1.0,5.0,74136103.0,18875270.0,932728692.0,Netflix Premium - 1 Bulan - Region Indonesia - Rizky Akbar Store,1556244419.0,10,1,1,1.0,0,0.0,0,0.1,1,1,5.0,0.0,50,4.72,50,4.72,0
SB2218-0596,0,real_original,mantaaap jiwa bagus dan cepat respon nya puas belanja dsn trmksh gan,train,train,processing_final_draft_rule_label,real_candidate,mantaaap jiwa bagus dan cepat respon nya puas belanja dsn trmksh gan,"Mantaaap jiwa,, bagus dan cepat respon nya,, puas belanja dsn,, trmksh gan",1.0,5.0,73386232.0,157852268.0,3914566197.0,NETFLIX PREMIUM 1 BULAN ANTI ON,1583324151.0,68,12,12,1.0,0,0.0,0,0.0175438596491228,0,2,5.0,0.0,150,4.3933333333333335,50,4.7,0
SB2218-0597,1,suspicious_fake_like,bagus fast respon dan recommended netflix netflix netflix,valid,valid,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,bagus fast respon dan recommended netflix netflix netflix,Bagus fast respon dan recommended. Netflix netflix netflix,1.0,5.0,60778773.0,150753593.0,2709503920.0,[STREAMING] NETFLIX ANTI ON HOLD LEGAL 1BULAN,1568164177.0,57,8,6,0.75,2,0.25,0,0.04,0,1,5.0,0.0,50,4.88,50,4.88,0
SB2218-0598,0,real_original,penjual fast respon thanks semoga aman sampai 1 bulan,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,penjual fast respon thanks semoga aman sampai 1 bulan,"Penjual fast respon, thanks semoga aman sampai 1 bulan ☺️☺️☺️",1.0,5.0,57529434.0,14590629.0,3931808012.0,TERMURAH! NETFLIX PREMIUM SHARING 30 HARI BERGARANSI ANTI ON,1588501538.0,53,9,9,1.0,0,0.0,0,0.0227272727272727,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0599,0,real_original,sejauh ini lancar jayaa dan bisa menikmati series tv nya semoga awet,train,train,processing_final_draft_rule_label,real_candidate,sejauh ini lancar jayaa dan bisa menikmati series tv nya semoga awet,Sejauh ini lancar jayaa. Dan bisa menikmati series tv nya. Semoga awet ,1.0,5.0,25005904.0,89098813.0,3101903821.0,NETFLIX PREMIUM 1 Bulan FREE TRIAL/ANTI ON HOLD/PERPANJANG,1574226387.0,68,12,12,1.0,0,0.0,0,0.0526315789473684,0,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0600,0,real_original,pembelian kedua admin sangat fast respon semoga awet lg,valid,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,pembelian kedua admin sangat fast respon semoga awet lg,Pembelian kedua. Admin sangat fast respon. Semoga awet lg.,1.0,5.0,148540834.0,155287191.0,6124638300.0,NETFLIX PRIVATE dan SHARE ANTI ON HOLD REGION INDO,1588431115.0,55,9,9,1.0,0,0.0,0,0.0638297872340425,0,1,5.0,0.0,100,5.0,50,5.0,0
SB2218-0601,0,real_original,sejauh ini aman akunnya dan berfungsi pembuatan 1x24 jam gak masalah kekurangannya admin lumayan slowrespon,train,train,processing_final_draft_rule_label,real_candidate,sejauh ini aman akunnya dan berfungsi pembuatan 1x24 jam gak masalah kekurangannya admin lumayan slowrespon,"Sejauh ini aman akunnya dan berfungsi..
Pembuatan 1x24 jam gak masalah, kekurangannya admin lumayan slowrespon.",1.0,5.0,57256530.0,50561375.0,4603239254.0,NETFLIX PRIVATE PREMIUM HD 4K GARANSI ON HOLD,1575534258.0,107,15,15,1.0,0,0.0,0,0.0222222222222222,0,1,5.0,0.0,50,4.68,50,4.68,0
SB2218-0602,0,real_original,ngebantu banget yang hobinya nonton apalagi dimusim pandemi seperti sekarang ini stayhome,valid,train,processing_final_draft_rule_label,real_candidate,ngebantu banget yang hobinya nonton apalagi dimusim pandemi seperti sekarang ini stayhome,"Ngebantu banget yang hobinya nonton apalagi dimusim pandemi seperti sekarang ini.
#stayhome",1.0,5.0,50900055.0,27986767.0,1585418438.0,NETFLIX PREMIUM 1 BULAN ANTI ON,1590583085.0,89,12,12,1.0,0,0.0,0,0.0128205128205128,0,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0603,1,suspicious_fake_like,mantul langsung bsa jalan lancar,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,mantul langsung bsa jalan lancar,Mantul... Langsung bsa jalan lancar... ,1.0,5.0,22161848.0,241526786.0,3924651222.0,Netflix lifetime /\ garansi2 tahun/\ ((ultra 4k premi,1588558406.0,32,5,5,1.0,0,0.0,0,0.0714285714285714,0,2,5.0,0.0,54,5.0,50,5.0,0
SB2218-0604,0,real_original,respon cepat dbantu smapai bisa recomend seller thanks yaaa,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,respon cepat dbantu smapai bisa recomend seller thanks yaaa,respon cepat dbantu smapai bisa..recomend seller..thanks yaaa..........,1.0,5.0,138184425.0,150662160.0,6229977155.0,NETFLIX PREMIUM  1 BULAN ANTI ON,1588400936.0,59,9,9,1.0,0,0.0,0,0.0,0,1,5.0,0.0,50,4.6,50,4.6,0
SB2218-0605,0,real_original,okee fast response banget seller nya ramah semoga nanti kalo ada kendala bisa di bantu terus ya kak thx before,valid,valid,processing_final_draft_rule_label,real_candidate,okee fast response banget seller nya ramah semoga nanti kalo ada kendala bisa di bantu terus ya kak thx before,"Okee fast response banget seller nya ramah,  semoga nanti kalo ada kendala bisa di bantu terus ya kak.  Thx before ",1.0,5.0,7085574.0,43809563.0,4424230615.0,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1589636901.0,110,20,20,1.0,0,0.0,0,0.0219780219780219,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0606,0,real_original,thanks seller akunnya bisa dipakai semoga gak bermasalah kedepannya,test,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,thanks seller akunnya bisa dipakai semoga gak bermasalah kedepannya,"Thanks seller, akunnya bisa dipakai. Semoga gak bermasalah kedepannya. ",1.0,5.0,47548127.0,157852268.0,7314470026.0,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1589794793.0,67,9,9,1.0,0,0.0,0,0.0338983050847457,0,1,5.0,0.0,150,4.3933333333333335,50,3.66,0
SB2218-0607,1,suspicious_fake_like,ikan mas ikan kakap ashiapppp mantep binggoooo suka bgt sm pelayanan dan kualitas akunnya,train,test,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,ikan mas ikan kakap ashiapppp mantep binggoooo suka bgt sm pelayanan dan kualitas akunnya,"Ikan mas ikan kakap
Ashiapppp!
Mantep binggoooo. Suka bgt sm pelayanan dan kualitas akunnya👌🏻👌🏻",1.0,5.0,26851985.0,32371993.0,7716268719.0,Netflix Premium Account (PRIVATE) FULL GA,1589206898.0,89,14,13,0.9285714285714286,1,0.0714285714285714,1,0.0526315789473684,0,31,5.0,0.0,50,5.0,50,5.0,0
SB2218-0608,0,real_original,mantap walaupun nunggu dulu karena yang jualan lagi ada urusan tapi overall puas recommended,train,train,processing_final_draft_rule_label,real_candidate,mantap walaupun nunggu dulu karena yang jualan lagi ada urusan tapi overall puas recommended,"mantap, walaupun nunggu dulu karena yang jualan lagi ada urusan tapi overall puas, recommended",1.0,5.0,184678035.0,134248812.0,6532195141.0,Nord VPN LIFETIME | NordVPN Premium NETFL,1589335742.0,92,14,14,1.0,0,0.0,0,0.0,0,1,5.0,0.0,100,4.99,50,5.0,0
SB2218-0609,0,real_original,maaf baru kasih testimoni mantab lancar jaya sukses trus,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,maaf baru kasih testimoni mantab lancar jaya sukses trus,"Maaf baru kasih testimoni, mantab lancar jaya sukses trus ",1.0,5.0,20863812.0,88870564.0,2487672761.0,Netflix Lifetime ( Garansi Seumur hi,1589259115.0,56,9,9,1.0,0,0.0,0,0.0208333333333333,0,1,5.0,0.0,150,5.0,50,5.0,0
SB2218-0610,0,real_original,alhamdulillah bakal langganan kesini makasih seller sukses dan sehat selalu,test,train,processing_final_draft_rule_label,real_candidate,alhamdulillah bakal langganan kesini makasih seller sukses dan sehat selalu,Alhamdulillah. Bakal langganan kesini. Makasih seller. Sukses dan sehat selalu,1.0,5.0,82588609.0,168437144.0,4830041044.0,Voucher netflix 1 ,1590194814.0,75,10,10,1.0,0,0.0,0,0.0606060606060606,0,2,5.0,0.0,50,5.0,50,5.0,0
SB2218-0611,0,real_original,walaupun sempat ada beberapa kendala teknis di awal tapi secara general produk bagus dan penjual cukup fast respon pengiriman produk jg cepat,test,train,processing_final_draft_rule_label,real_candidate,walaupun sempat ada beberapa kendala teknis di awal tapi secara general produk bagus dan penjual cukup fast respon pengiriman produk jg cepat,"Walaupun sempat ada beberapa kendala teknis di awal tapi secara general produk bagus, dan penjual cukup fast respon, pengiriman produk jg cepat.",1.0,5.0,10489547.0,150662160.0,6229977155.0,NETFLIX PREMIUM  1 BULAN ANTI ON,1588928483.0,141,22,21,0.9545454545454546,1,0.0454545454545454,0,0.0083333333333333,0,1,5.0,0.0,50,4.6,50,4.6,0
SB2218-0612,1,suspicious_fake_like,fast respon mantapp,test,train,processing_final_draft_rule_label,suspicious_candidate,fast respon mantapp,"Fast respon, mantapp",1.0,5.0,13624304.0,15666501.0,2415566318.0,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1590412098.0,19,3,3,1.0,0,0.0,0,0.0588235294117647,1,1,5.0,0.0,50,5.0,50,5.0,0
